MOF,uptake_ads,uptake_des,del_q,heat_ads,heat_des,del_H_ads,LISD,LFSD,LISFS,Unit_cell_volume,Density,ASA_A2,ASA_m2_per_cm3,ASA_m2_per_g,NASA_A2,NASA_m2_per_cm3,NASA_m2_per_g,Number_of_channels,Channel_surface_area_A2,Number_of_pockets,AV_A3,AV_Volume_fraction,AV_cm3_per_g,NAV_A3,NAV_Volume_fraction,NAV_cm3_per_g,Channel_volume,Number_of_pockets.1,oms_value,Pocket_volume_A3,Pocket_surface_area_A2,No_of_Channel,Di,Df,Dif,H,Yb,Ir,K,V,Te,Mn,Co,Sr,Bi,Cd,Mg,P,Be,Cl,As,F,Pb,Pr,Mo,I,Er,Fe,Pu,Y,W,Gd,Sn,Se,Cs,B,Ge,C,Si,Ag,Pt,S,Th,Ca,Dy,Au,Rb,Zr,Ho,Br,Sc,Na,U,Pd,Nd,Ni,Np,N,Nb,Ru,Li,Lu,Zn,Hg,Hf,Sb,In,Eu,Ga,Tb,Tm,Sm,O,La,Cr,Ti,Ba,Rh,Ce,Cu,Al,Re,COP
XUKYEI_neutral,0.920996867,0.668302827,0.25269404,-21.55231,-18.39099,-19.97165,13.18217,10.2037,13.18217,6140,0.287208,1122.81,1828.68,6367.08,0,0,0,1,1122.81,0,3481.38,0.567,1.97418,0,0,0,3481.38,0,0,0,0,1,13.1822,10.2037,13.1822,56,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.583944717
ja300034j_si_002_clean,0.433111708,0.187345769,0.245765939,-25.96441,-17.79542,-21.879915,17.497,17.44104,17.497,2800.68,0.713223,390.541,1394.45,1955.14,0,0,0,1,390.541,0,1268.71,0.453,0.635145,0,0,0,1268.71,0,6,0,0,1,17.497,17.441,17.497,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0.542431309
QIYDAF01_clean,0.8270771,0.660425438,0.166651662,-19.37443,-18.95302,-19.163725,22.00141,13.48659,22.00141,52812.6,0.303251,8995.15,1703.22,5616.54,0,0,0,1,8995.15,0,30979.9,0.5866,1.93437,0,0,0,30979.9,0,24,0,0,1,22.0014,13.4866,22.0014,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,24,0,0,0.522906875
XAHPIH_clean,0.81867835,0.634451452,0.184226898,-21.96228,-19.54395,-20.753115,14.37026,13.2266,14.37026,12821.8,0.356183,2130.49,1661.62,4665.07,0,0,0,1,2130.49,0,7334.05,0.572,1.60592,0,0,0,7334.05,0,8,0,0,1,14.3703,13.2266,14.3703,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,8,0,0,0.515395055
VETMIS_clean,0.932519483,0.746597054,0.185922429,-22.10557,-19.92746,-21.016515,18.1343,11.96931,18.1343,33152.2,0.311959,5856.65,1766.6,5662.9,0,0,0,1,5856.65,0,18737.6,0.5652,1.81178,0,0,0,18737.6,0,12,0,0,1,18.1343,11.9693,18.1343,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,12,0,0,0.512709859
REZXUQ_clean,0.729709468,0.5757267,0.153982768,-20.89175,-19.12644,-20.009095,15.65265,13.94811,15.65265,7968.71,0.361934,1391.76,1746.53,4825.55,0,0,0,1,1391.76,0,4291.95,0.5386,1.48812,0,0,0,4291.95,0,6,0,0,1,15.6526,13.9481,15.6526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,6,0,0,0,0,0,0,0,0.493894679
CUSXIY_clean,0.700276532,0.572521554,0.127754978,-18.03611,-16.355,-17.195555,15.36203,13.23891,14.90651,67549.9,0.291845,10668.5,1579.35,5411.61,0,0,0,1,10668.5,0,42678,0.6318,2.16485,0,0,0,42678,0,0,0,0,1,15.362,13.2389,14.9065,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0.496409919
BAZFUF_clean,0.940130553,0.76269317,0.177437383,-24.88038,-21.81931,-23.349845,20.47129,8.65157,20.47129,20733.2,0.340053,3849.56,1856.72,5460.08,0,0,0,1,3849.56,0,11477.9,0.5536,1.62798,0,0,0,11477.9,0,12,0,0,1,20.4713,8.65157,20.4713,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,12,0,0,0.470492427
BAZFUF01_clean,0.937505312,0.759827038,0.177678274,-24.86239,-22.47813,-23.67026,20.31669,8.61831,20.31669,20611.4,0.342062,3813.53,1850.21,5408.97,0,0,0,1,3813.53,0,11534.1,0.5596,1.63596,0,0,0,11534.1,0,12,0,0,1,20.3167,8.61831,20.3167,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,12,0,0,0.466370687
LEJCEK_clean,0.764845195,0.626090739,0.138754455,-20.24992,-19.6538,-19.95186,17.20124,11.20727,17.20124,30478.3,0.334035,5861.82,1923.28,5757.71,0,0,0,1,5861.82,0,16287.6,0.5344,1.59983,0,0,0,16287.6,0,0,0,0,1,17.2012,11.2073,17.2012,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0.474321176
ZELROZ_manual,0.623777291,0.498302307,0.125474984,-18.84829,-17.52456,-18.186425,16.91637,11.08222,16.91637,5020.15,0.361932,905.305,1803.34,4982.55,0,0,0,1,905.305,0,2854.46,0.5686,1.57101,0,0,0,2854.46,0,0,0,0,1,16.9164,11.0822,16.9164,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0.477824819
ACOCUS_clean,0.8994406,0.751848688,0.147591912,-21.63525,-20.60471,-21.11998,24.39556,13.22221,24.39556,102543,0.346494,15635.2,1524.76,4400.53,0,0,0,1,15635.2,0,60664.2,0.5916,1.70739,0,0,0,60664.2,0,48,0,0,1,24.3956,13.2222,24.3956,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,48,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0.470048515
ADATAC_clean,0.837626125,0.698372219,0.139253906,-21.28004,-19.57886,-20.42945,26.79315,10.37178,16.77775,45807.9,0.33727,7952.52,1736.06,5147.39,0,0,0,1,7952.52,0,26211.3,0.5722,1.69657,0,0,0,26211.3,0,24,0,0,1,26.7931,10.3718,16.7778,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,24,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0.468491961
CUSXOE_clean,0.8017357,0.688153591,0.113582109,-17.28203,-16.37723,-16.82963,18.73744,15.64293,17.532,99176.6,0.243844,13008.1,1311.61,5378.87,0,0,0,1,13008.1,0,68828.6,0.694,2.84608,0,0,0,68828.6,0,0,0,0,1,18.7374,15.6429,17.5952,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0.473648417
ALEJAE_clean,0.805046592,0.688762546,0.116284046,-18.10388,-16.75032,-17.4271,20.04187,14.41097,20.04187,28646.7,0.274675,4130.34,1441.82,5249.19,0,0,0,1,4130.34,0,19084.4,0.6662,2.42541,0,0,0,19084.4,0,6,0,0,1,20.0419,14.411,20.0419,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,9,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0.471021414
ACOCOM_clean,0.86952445,0.733230021,0.136294429,-21.51158,-19.76932,-20.64045,25.11098,13.0343,25.11098,101117,0.349927,15602.1,1542.99,4409.45,0,0,0,1,15602.1,0,59557.6,0.589,1.68321,0,0,0,59557.6,0,48,0,0,1,25.111,13.0343,25.111,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,48,0,0,0.461564855
XAHPED_clean,0.773327135,0.624484391,0.148842744,-23.33584,-20.95736,-22.1466,12.54399,10.44841,12.54399,13227.7,0.374438,2542.99,1922.47,5134.29,0,0,0,1,2542.99,0,6806.98,0.5146,1.37433,0,0,0,6806.98,0,8,0,0,1,12.544,10.4484,12.544,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,8,0,0,0.457946661
c6ce00407e_c6ce00407e9_clean,0.743682827,0.614920238,0.128762588,-20.50794,-18.91895,-19.713445,13.1732,9.85968,13.12388,3792.38,0.313342,730.571,1926.42,6147.97,0,0,0,1,730.571,0,1997.07,0.5266,1.68059,0,0,0,1997.07,0,2,0,0,1,13.1732,9.85968,13.1732,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0.462550077
ALULEZ_clean,0.589322448,0.459842473,0.129479975,-20.64218,-19.09341,-19.867795,18.90825,13.13984,18.90803,31651.2,0.425946,4639.71,1465.89,3441.49,0,0,0,1,4639.71,0,17857.6,0.5642,1.32458,0,0,0,17857.6,0,0,0,0,1,18.9083,13.1398,18.908,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,12,0,0,0,0.461644342
BAZGEQ_clean,0.767957483,0.6368008,0.131156683,-20.88431,-19.33902,-20.111665,27.84187,13.9167,27.84186,60451.8,0.334895,9436.25,1560.96,4661.04,0,0,0,1,9436.25,0,34094.8,0.564,1.68411,0,0,0,34094.8,0,24,0,0,1,27.8419,13.9167,27.8419,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,24,0,0,0.461017524
PIBNUK01_clean,0.672554634,0.533040898,0.139513736,-22.35039,-20.27932,-21.314855,15.21952,13.93593,15.21952,16845.9,0.42304,2349.93,1394.95,3297.45,0,0,0,1,2349.93,0,9453.93,0.5612,1.32659,0,0,0,9453.93,0,8,0,0,1,15.2195,13.9359,15.2195,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,12,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0.457171927
EDUVOO_clean,0.891246014,0.730628053,0.160617961,-25.21157,-22.25028,-23.730925,20.94682,10.80388,20.94682,10160,0.373403,1813.32,1784.76,4779.72,0,0,0,1,1813.32,0,5616.44,0.5528,1.48044,0,0,0,5616.44,0,0,0,0,1,20.9468,10.8039,20.9468,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0.450250996
VAGMEX_clean,0.944896739,0.782827524,0.162069215,-25.04808,-23.01612,-24.0321,15.10429,14.54002,15.10429,7462.31,0.352218,1353.68,1814.02,5150.28,0,0,0,1,1353.68,0,4135.61,0.5542,1.57346,0,0,0,4135.61,0,4,0,0,1,15.1043,14.54,15.1043,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0.447886946
PIBNUK_clean,0.672752274,0.537946821,0.134805454,-22.28103,-20.18209,-21.23156,15.22577,13.94698,15.22577,16858.9,0.422713,2353.33,1395.89,3302.22,0,0,0,1,2353.33,0,9899.57,0.5872,1.38912,0,0,0,9899.57,0,8,0,0,1,15.2258,13.947,15.2258,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,12,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0.451912161
NATKIF_clean,0.946205335,0.78743555,0.158769785,-25.66012,-22.74398,-24.20205,17.00982,12.65869,17.00982,22920.8,0.345463,4402.16,1920.59,5559.48,0,0,0,1,4402.16,0,12386.4,0.5404,1.56428,0,0,0,12386.4,0,8,0,0,1,17.0098,12.6587,17.0098,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,8,0,0,0.442707105
KUVMIZ_clean,0.808634837,0.661185952,0.147448885,-24.23241,-21.90967,-23.07104,15.75768,11.00764,15.75768,29566.9,0.361001,5187.7,1754.56,4860.27,0,0,0,1,5187.7,0,14328.1,0.4846,1.34238,0,0,0,14328.1,0,8,0,0,1,15.7577,11.0076,15.7577,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.444778892
ACODAZ_clean,0.879594992,0.749210192,0.130384801,-21.86423,-20.13475,-20.99949,23.25293,13.11646,23.25293,102044,0.343144,15710.7,1539.6,4486.76,0,0,0,1,15710.7,0,60083.5,0.5888,1.7159,0,0,0,60083.5,0,48,0,0,1,23.2529,13.1165,23.2529,672,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0.448578407
AVAKEP_clean,0.789091998,0.682856941,0.106235057,-17.20973,-16.49264,-16.851185,25.17564,12.38575,25.17563,44361.9,0.244994,6352.78,1432.04,5845.2,0,0,0,1,6352.78,0,29136.9,0.6568,2.68089,0,0,0,29136.9,0,12,0,0,1,25.1756,12.3857,25.1756,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,12,0,0,0.457250713
WIYMOG_charged,0.638353925,0.496726421,0.141627504,-24.02748,-21.49689,-22.762185,12.00039,7.26177,10.80315,13825.9,0.408102,3886.37,2810.93,6887.83,0,0,0,1,3886.37,0,5121.11,0.3704,0.907617,0,0,0,5121.11,0,0,0,0,1,12.0004,7.26177,12.0004,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,56,0,0,0,0,0,0,0,0,0,0.441821396
ADATEG_manual,0.771970202,0.665092861,0.106877341,-17.64268,-16.78826,-17.21547,27.33782,13.33904,27.33782,80721.6,0.238777,12053,1493.16,6253.37,0,0,0,1,12053,0,51984.7,0.644,2.69708,0,0,0,51984.7,0,20,0,0,1,27.3378,13.339,27.3378,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,24,0,0,0.454031439
XAFFER_clean,0.933927532,0.774455083,0.159472449,-25.80574,-23.60635,-24.706045,13.95559,13.34775,13.95559,7303.55,0.359874,1352.24,1851.48,5144.79,0,0,0,1,1352.24,0,3886.95,0.5322,1.47885,0,0,0,3886.95,0,4,0,0,1,13.9556,13.3477,13.9556,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0.437358376
ECOLEP_clean,0.725936852,0.587670556,0.138266296,-23.71444,-21.17686,-22.44565,11.29556,10.56211,11.29556,6476.46,0.407232,1198.86,1851.1,4545.57,0,0,0,1,1198.86,0,3514.13,0.5426,1.33241,0,0,0,3514.13,0,8,0,0,1,11.2956,10.5621,11.2956,12,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441530605
PIBPIA_clean,0.59578182,0.471182459,0.12459936,-21.47897,-19.61993,-20.54945,15.40349,14.11651,15.40349,17578,0.458724,2400.03,1365.36,2976.43,0,0,0,1,2400.03,0,9998.38,0.5688,1.23996,0,0,0,9998.38,0,8,0,0,1,15.4035,14.1165,15.4035,96,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0.445419124
XAFFIV_clean,0.932172603,0.775498538,0.156674066,-26.43688,-23.53137,-24.984125,14.92948,13.26847,14.92948,7213.96,0.358398,1375.73,1907.04,5321,0,0,0,1,1375.73,0,3806.09,0.5276,1.4721,0,0,0,3806.09,0,4,0,0,1,14.9295,13.2685,14.9295,48,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0.431545979
OWIZAW_clean,0.773243915,0.635314771,0.137929144,-24.32635,-21.50755,-22.91695,14.2453,11.75665,14.2453,17892.4,0.378656,3388.7,1893.93,5001.72,0,0,0,1,3388.7,0,8688.57,0.4856,1.28243,0,0,0,8688.57,0,8,0,0,1,14.2453,11.7567,14.2453,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,8,0,0,0.43553788
ja512973b_si_003_auto,0.556258396,0.440471892,0.115786504,-20.52959,-18.67253,-19.60106,21.35584,8.6537,21.16689,16259.7,0.403686,3048.13,1874.66,4643.85,0,0,0,1,3048.13,0,7707.08,0.474,1.17418,0,0,0,7707.08,0,0,0,0,1,21.3558,8.6537,21.3558,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0.442215205
XAFFOB_clean,0.917687251,0.75992606,0.157761191,-27.29647,-23.75877,-25.52762,14.83913,13.34298,14.83913,7128.55,0.366991,1353.11,1898.15,5172.21,0,0,0,1,1353.11,0,3753.89,0.5266,1.43491,0,0,0,3753.89,0,4,0,0,1,14.8391,13.343,14.8391,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,4,0,0,0.426380557
HABRAF_manual,0.804785468,0.673501686,0.131283783,-22.9014,-22.07665,-22.489025,24.28825,9.03547,24.28825,36670,0.38234,6799.31,1854.19,4849.58,0,0,0,1,6799.31,0,18973.1,0.5174,1.35325,0,0,0,18973.1,0,24,0,0,1,24.2883,9.03547,24.2883,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,24,0,0,0.432056477
AWUPAL_clean,0.983168754,0.833004514,0.150164241,-25.6221,-24.125,-24.87355,18.42063,9.23563,18.42063,17636.8,0.348553,3051.61,1730.25,4964.11,0,0,0,1,3051.61,0,9901.29,0.5614,1.61066,0,0,0,9901.29,0,2,0,0,1,18.4206,9.23563,18.4206,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0.42657576
XONLES_clean,0.741986482,0.638340138,0.103646345,-18.34344,-17.00623,-17.674835,14.8131,13.79477,14.8131,43403.7,0.301134,7119.24,1640.24,5446.88,0,0,0,1,7119.24,0,26042.2,0.6,1.99247,0,0,0,26042.2,0,16,0,0,1,14.8131,13.7948,14.8131,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,16,0,0,0.441229796
AWUPOZ_clean,0.974500765,0.829556006,0.144944759,-25.79885,-23.7855,-24.792175,18.42385,9.2554,17.70118,17648.7,0.353418,3069.19,1739.04,4920.64,0,0,0,1,3069.19,0,9922.11,0.5622,1.59075,0,0,0,9922.11,0,0,0,0,1,18.4239,9.2554,18.4239,104,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0.422201279
XAFFUH_clean,0.789159494,0.680053708,0.109105785,-19.34139,-19.31736,-19.329375,23.99253,19.63801,23.99253,31790.8,0.329166,5379.38,1692.12,5140.63,0,0,0,1,5379.38,0,18413.2,0.5792,1.7596,0,0,0,18413.2,0,16,0,0,1,23.9925,19.638,23.9925,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,16,0,0,0.433044744
AXINAX01_clean,0.633698619,0.526492273,0.107206345,-19.44752,-18.42735,-18.937435,20.28429,13.00704,20.2431,26938.1,0.402001,4059.65,1507.03,3748.82,0,0,0,1,4059.65,0,14713.6,0.5462,1.3587,0,0,0,14713.6,0,20,0,0,1,20.2843,13.007,20.2843,180,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0.433848936
