MOF,uptake_ads,uptake_des,del_q,heat_ads,heat_des,del_H_ads,LISD,LFSD,LISFS,Unit_cell_volume,Density,ASA_A2,ASA_m2_per_cm3,ASA_m2_per_g,NASA_A2,NASA_m2_per_cm3,NASA_m2_per_g,Number_of_channels,Channel_surface_area_A2,Number_of_pockets,AV_A3,AV_Volume_fraction,AV_cm3_per_g,NAV_A3,NAV_Volume_fraction,NAV_cm3_per_g,Channel_volume,Number_of_pockets.1,oms_value,Pocket_volume_A3,Pocket_surface_area_A2,No_of_Channel,Di,Df,Dif,H,Yb,Ir,K,V,Te,Mn,Co,Sr,Bi,Cd,Mg,P,Be,Cl,As,F,Pb,Pr,Mo,I,Er,Fe,Pu,Y,W,Gd,Sn,Se,Cs,B,Ge,C,Si,Ag,Pt,S,Th,Ca,Dy,Au,Rb,Zr,Ho,Br,Sc,Na,U,Pd,Nd,Ni,Np,N,Nb,Ru,Li,Lu,Zn,Hg,Hf,Sb,In,Eu,Ga,Tb,Tm,Sm,O,La,Cr,Ti,Ba,Rh,Ce,Cu,Al,Re,COP
DAFXUG_clean,0.342124492,0.330432536,0.011691955,-46.01868,-45.97689,-45.997785,9.8262,4.48904,8.2571,5043.61,0.983968,974.103,1931.36,1962.83,0,0,0,1,974.103,0,826.143,0.1638,0.166469,0,0,0,826.143,0,0,0,0,1,9.8262,4.48904,9.8262,96,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0.075303381
OBUFIB_SL,0.060167798,0.048846391,0.011321407,-39.66201,-39.06447,-39.36324,4.72517,3.95518,4.54449,2011.84,1.56842,107.705,535.354,341.334,0,0,0,2,54.6513,0,14.0829,0.007,0.00446309,0,0,0,7.64501,0,0,0,0,2,4.72517,3.95518,4.72517,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0.075681148
GOTNEK_clean,0.161540119,0.15043897,0.011101149,-33.67179,-37.12859,-35.40019,7.08409,5.47189,7.08409,8468.78,1.16398,917.576,1083.48,930.844,0,0,0,2,452.702,0,482.721,0.057,0.04897,0,0,0,260.839,0,0,0,0,2,7.08409,5.47189,7.08409,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0.07585208
OKIJUO_charged,0.147175572,0.135912004,0.011263567,-38.99179,-38.51319,-38.75249,4.65096,3.71256,4.36283,3097.42,1.10443,346.898,1119.96,1014.06,2.76056,8.91244,8.06972,1,346.898,2,56.373,0.0182,0.0164791,0,0,0,56.373,2,4,0,1.81738,1,4.65096,3.71256,4.65096,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,84,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07557917
cm503311x_aloh400K_clean,0.220579793,0.209308139,0.011271654,-38.1032,-39.78006,-38.94163,7.12981,6.81278,7.12981,1422.68,0.948063,212.76,1495.49,1577.41,0,0,0,2,106.87,0,173.282,0.1218,0.128472,0,0,0,79.3855,0,0,0,0,2,7.12981,6.81278,7.12981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,4,0,0.075557142
IKUTOZ_clean,0.142727009,0.131643978,0.011083031,-36.0004,-34.9455,-35.47295,6.39665,5.63774,6.39665,1488.36,1.16881,213.582,1435.02,1227.76,0,0,0,1,213.582,0,130.975,0.088,0.07529,0,0,0,130.975,0,0,0,0,1,6.39665,5.63774,6.39665,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0.075723029
UKUBOS_clean,0.176069328,0.164643876,0.011425451,-42.86503,-41.19972,-42.032375,7.20509,4.11337,7.0595,3694.5,1.01682,414.435,1121.76,1103.2,0,0,0,2,204.439,0,209.848,0.0568,0.0558603,0,0,0,109.357,0,0,0,0,2,7.20509,4.11337,7.20509,104,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0.07530507
GEDTAM_clean,0.236935727,0.225737469,0.011198259,-36.97856,-38.6464,-37.81248,6.10379,4.24105,6.10379,2770.41,1.08963,547.582,1976.54,1813.95,0,0,0,1,547.582,0,229.39,0.0828,0.0759889,0,0,0,229.39,0,0,0,0,1,6.10379,4.24105,6.10379,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0.075548285
FUWYAY_clean,0.022861813,0.011888502,0.010973311,-33.56606,-33.23573,-33.400895,3.80719,3.61791,3.80719,1028.06,1.98354,28.9457,281.558,141.947,0,0,0,2,15.348,0,2.26172,0.0022,0.00110913,0,0,0,1.02806,0,4,0,0,0,0,0,0,12,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0.07582232
LAVDOE_clean,0.138244781,0.126816484,0.011428297,-42.34641,-42.26244,-42.304425,6.24058,4.13992,6.24058,7483.12,1.35673,693.442,926.675,683.019,0,0,0,2,347.329,0,228.983,0.0306,0.0225542,0,0,0,118.233,0,8,0,0,2,6.24058,4.13992,6.24058,152,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0.075225316
EPEXUU_clean,0.138444311,0.127136684,0.011307626,-38.52431,-41.72252,-40.123415,9.18313,3.92519,9.18312,8836.41,1.21365,900.059,1018.58,839.27,0,0,0,3,301.141,0,721.051,0.0816,0.0672352,0,0,0,242.118,0,18,0,0,3,9.18313,3.92519,9.18313,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,18,0,0,0.075339433
DUNXUH05_clean,0.209421359,0.197914579,0.01150678,-47.12286,-40.57878,-43.85082,4.67758,3.74855,4.67758,1671.58,1.22609,222.489,1331.01,1085.57,0,0,0,2,115.475,0,44.464,0.0266,0.0216949,0,0,0,24.7394,0,0,0,0,2,4.67758,3.74855,4.67758,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0.075099615
VOVKUO_clean,0.073404508,0.062661133,0.010743375,-29.61692,-28.17906,-28.89799,8.51797,6.91854,8.51797,4187.64,2.86501,643.087,1535.68,536.012,0,0,0,2,323.003,0,744.562,0.1778,0.0620591,0,0,0,360.137,0,24,0,0,2,8.51797,6.91854,8.51797,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0.076046159
IYAJUP_clean,0.173936053,0.162560037,0.011376016,-41.27222,-41.64948,-41.46085,6.49845,4.47464,6.49845,7906.05,1.20914,1029.12,1301.69,1076.54,0,0,0,4,257.153,0,517.056,0.0654,0.0540879,0,0,0,118.591,0,8,0,0,4,6.49845,4.47464,6.49845,96,0,0,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0.075241072
NOSTUM_clean,0.198827005,0.187642986,0.011184019,-38.64837,-37.02348,-37.835925,5.78601,5.15442,5.78601,1525.17,0.959933,231.799,1519.83,1583.26,0,0,0,2,118.466,0,123.233,0.0808,0.0841725,0,0,0,68.9375,0,4,0,0,2,5.78601,5.15442,5.78601,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0.07546087
KOMDAT_clean,0.170904556,0.159682846,0.01122171,-36.87745,-40.28403,-38.58074,8.34274,6.79102,8.34274,14472.4,0.998413,1590.4,1098.92,1100.67,0,0,0,8,205.627,0,1675.9,0.1158,0.115984,0,0,0,196.824,0,0,0,0,8,8.34274,6.79102,8.34274,328,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075408829
WIJDAV_clean,0.128273428,0.116862911,0.011410517,-40.64991,-43.68282,-42.166365,6.62334,4.93475,6.56321,2783.65,1.44712,330.64,1187.79,820.8,0,0,0,2,165.116,0,270.014,0.097,0.0670299,0,0,0,146.977,0,0,0,0,2,6.62334,4.93475,6.62334,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,12,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0.07517916
MEWNEH_clean,0.0619555,0.050597033,0.011358467,-42.68266,-40.0453,-41.36398,5.42515,3.64983,5.42515,3528.66,2.53736,80.2239,227.35,89.601,14.3538,40.6777,16.0315,2,38.8745,4,19.0547,0.0054,0.0021282,0.705731,0.0002,7.88221,9.17451,4,0,0,3.20833,2,5.42515,3.64983,5.42515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,96,0,0,0,0,0,0,0,0,0,0.075180936
YAWFOS_clean,0.104799295,0.093938484,0.010860811,-31.68441,-31.58209,-31.63325,6.41491,4.39598,6.41491,5415.01,1.38834,728.443,1345.23,968.944,0,0,0,2,366.773,0,328.15,0.0606,0.0436491,0,0,0,165.699,0,0,0,0,2,6.41491,4.39598,6.41491,28,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075784715
CISLUN_clean,0.252321864,0.240987559,0.011334305,-41.17305,-40.83881,-41.00593,5.92874,4.55658,5.92874,2962.78,0.963118,529.768,1788.07,1856.55,0,0,0,1,529.768,0,264.873,0.0894,0.0928235,0,0,0,264.873,0,4,0,0,2,5.92874,4.55658,5.92874,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.075175879
SEJBAL_clean,0.071424064,0.060387877,0.011036187,-37.08748,-33.79767,-35.442575,5.31324,3.67165,5.08874,1095.29,1.17037,60.7032,554.221,473.542,0.900595,8.22244,7.02548,1,60.7032,1,13.8006,0.0126,0.0107658,0.219058,0.0002,0.000170886,13.8006,1,2,0.219058,0.900595,1,5.31324,3.67165,5.31324,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.075466337
TEJGEW_clean,0.086240616,0.074933076,0.01130754,-40.62624,-40.9145,-40.77037,4.28145,3.46884,4.20125,2553.55,1.92155,156.517,612.937,318.98,0,0,0,2,76.988,0,27.5784,0.0108,0.00562045,0,0,0,14.2999,0,4,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0.075113668
IGITOJ_clean,0.077617108,0.066757758,0.01085935,-32.56395,-31.32666,-31.945305,10.85762,7.6703,10.85762,11890.9,2.03715,1563.31,1314.71,645.368,0.416123,0.349952,0.171785,3,519.297,18,1790.76,0.1506,0.0739267,0,0,0,604.056,18,0,0,0,3,10.8576,7.64847,10.8576,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0.075665919
GEDRUE_clean,0.235636939,0.224511028,0.011125911,-39.12679,-35.56418,-37.345485,6.05573,4.10869,5.87611,2698.56,1.11864,547.16,2027.6,1812.55,0,0,0,1,547.16,0,206.17,0.0764,0.0682969,0,0,0,206.17,0,0,0,0,1,6.05573,4.10869,6.05573,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0.075308172
WUNVOR_clean,0.11731945,0.105975701,0.011343749,-42.21638,-40.98453,-41.600455,4.71183,3.86467,4.71183,5466.55,1.08542,411.659,753.05,693.786,18.1928,33.2801,30.661,1,411.659,4,109.331,0.02,0.018426,0,0,0,109.331,4,0,0,4.30974,1,4.71183,3.86467,4.71183,144,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075020152
KIKFIV_clean,0.165603938,0.15447614,0.011127798,-37.49984,-37.5817,-37.54077,6.75895,4.66254,6.75895,2679.74,1.05179,382.516,1427.44,1357.15,0,0,0,1,382.516,0,203.66,0.076,0.0722576,0,0,0,203.66,0,0,0,0,1,6.75895,4.66254,6.75895,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0.07525062
CUNFOH_clean,0.104812205,0.094033822,0.010778383,-31.30003,-29.65311,-30.47657,9.50649,5.60745,9.50649,2833.53,1.63668,467.929,1651.4,1009,0,0,0,1,467.929,0,466.398,0.1646,0.10057,0,0,0,466.398,0,8,0,0,1,9.50649,5.60745,9.50649,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0.075699558
cm503311x_alf125K_clean,0.21783137,0.206494954,0.011336416,-39.90857,-43.52313,-41.71585,7.12906,6.80455,7.12906,1418.94,0.9646,208.566,1469.87,1523.82,0,0,0,2,97.9194,0,178.503,0.1258,0.130417,0,0,0,82.2985,0,2,0,0,2,7.12906,6.80455,7.12906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,4,0,0.074941062
ICITIY_clean,0.141798789,0.1307686,0.011030189,-35.62542,-36.00007,-35.812745,6.29201,5.07086,5.76507,11195.3,1.47585,2027.65,1811.16,1227.19,0,0,0,1,2027.65,0,1115.06,0.0996,0.0674865,0,0,0,1115.06,0,16,0,0,1,6.29201,5.07086,6.29201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0.075302676
SUNJER_clean,0.159771687,0.148373782,0.011397905,-43.52037,-42.4493,-42.984835,4.5873,3.45324,4.22777,971.571,1.43298,129.878,1336.79,932.872,0,0,0,1,129.878,0,24.6779,0.0254,0.0177253,0,0,0,24.6779,0,2,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0.074829167
LUFNAC04_clean,0.196459196,0.185052751,0.011406445,-41.99093,-44.67259,-43.33176,7.64446,5.84523,7.64446,2103.96,1.02659,286.82,1363.24,1327.93,0,0,0,1,286.82,0,227.648,0.1082,0.105397,0,0,0,227.648,0,4,0,0,1,7.64446,5.84523,7.64446,40,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0.074754633
jz4002345_si_002_clean,0.110866139,0.100026396,0.010839743,-32.83596,-31.68374,-32.25985,8.57757,4.10652,8.57757,2271.31,1.21659,241.553,1063.5,874.165,60.1011,264.61,217.502,1,241.553,1,142.638,0.0628,0.0516198,33.1611,0.0146,0.0120008,142.638,1,0,33.1611,60.1011,1,8.57757,4.10586,8.57757,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0.07543927
MUFXUI_clean,0.058067447,0.047191753,0.010875694,-32.79617,-33.21803,-33.0071,6.34532,3.63713,5.71311,2413.82,1.91517,157.457,652.316,340.605,11.2205,46.4843,24.2717,2,78.1196,2,66.6215,0.0276,0.0144113,0,0,0,34.7591,2,2,0,5.97416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8,0,0,48,0,0,0,0,0,0,0,0,0,0.075389627
IYAJOJ_clean,0.182933933,0.171654916,0.011279017,-42.8728,-39.18389,-41.028345,6.8966,4.60017,6.89659,7951.45,1.17533,1091.52,1372.73,1167.95,0,0,0,4,268.466,0,742.665,0.0934,0.0794671,0,0,0,159.029,0,0,0,0,4,6.8966,4.60017,6.8966,96,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0.074870732
WEVQIX_clean,0.07663353,0.065784071,0.010849459,-33.29924,-32.00623,-32.652735,8.30134,7.08669,8.30134,2816.39,1.3689,266.494,946.226,691.23,0,0,0,1,266.494,0,247.279,0.0878,0.064139,0,0,0,247.279,0,6,0,0,1,8.30134,7.08669,8.30134,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,6,0,0,0.075359199
PUZKUS_clean,0.162793838,0.15150866,0.011285178,-39.09612,-43.54054,-41.31833,5.45836,4.76076,5.45836,2264.87,1.14051,249.132,1099.98,964.46,0,0,0,2,126.938,0,120.491,0.0532,0.0466456,0,0,0,61.6046,0,8,0,0,2,5.45836,4.76076,5.45836,16,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0.074803906
QUJJUC_clean,0.165895499,0.155097287,0.010798212,-30.48822,-33.10285,-31.795535,6.35507,4.1759,5.36115,11277.1,1.09976,2503.26,2219.77,2018.41,0,0,0,1,2503.26,0,836.761,0.0742,0.0674691,0,0,0,836.761,0,0,0,0,1,6.35507,4.1759,5.36115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,48,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0.075355283
WABVIF04_clean,0.229662422,0.21868346,0.010978962,-35.4527,-35.54797,-35.500335,5.94222,4.28857,5.82289,1031.05,1.18253,183.092,1775.77,1501.68,0,0,0,1,183.092,0,60.8321,0.059,0.0498932,0,0,0,60.8321,0,2,0,0,1,5.94222,4.28857,5.94222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,4,0,0,0.075119094
HUYKAN_clean,0.177033294,0.166103686,0.010929608,-35.75045,-33.30474,-34.527595,9.74637,6.63062,9.74637,8366.99,0.912205,871.533,1041.63,1141.88,80.2441,95.9055,105.136,1,871.533,6,957.184,0.1144,0.12541,25.101,0.003,0.00328873,957.184,6,12,13.3872,38.4684,1,9.74637,6.63062,9.74637,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0.075173379
VACFUB_clean_h,0.138380535,0.127295915,0.011084621,-38.64188,-37.06925,-37.855565,8.76836,7.69756,8.76836,1306.43,1.18054,127.588,976.616,827.263,0,0,0,1,127.588,0,152.068,0.1164,0.098599,0,0,0,152.068,0,0,0,0,1,8.76836,7.69756,8.76836,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0.0749004
UNABOB_clean,0.153880721,0.14278284,0.011097881,-39.19076,-37.12759,-38.159175,8.45003,7.66148,8.45003,7392.1,1.32288,1010.16,1366.54,1033.01,0,0,0,2,506.296,0,1017.15,0.1376,0.104016,0,0,0,548.493,0,8,0,0,2,8.45003,7.66148,8.45003,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0.074869474
CUTFUT_charged,0.166943829,0.155705462,0.011238367,-41.84603,-39.98271,-40.91437,6.5325,4.14593,6.53249,17965.8,0.996719,2017.86,1123.17,1126.86,0,0,0,1,2017.86,4,833.614,0.0464,0.0465527,0,0,0,833.614,4,12,0,0,1,6.5325,4.14593,6.53249,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,552,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0.074690862
CUVVOG_clean,0.174153038,0.162833676,0.011319363,-41.52694,-43.45245,-42.489695,9.0236,7.28223,9.0236,7430.63,1.20081,832.109,1119.84,932.568,0,0,0,1,832.109,0,894.648,0.1204,0.100266,0,0,0,894.648,0,0,0,0,1,9.0236,7.28223,9.0236,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0.074584141
